id,rue,cp,ville,adresse_full,name,raison_sociale,telephone,accueil_1,accueil_2,eco_orgs,folder_type
fvm_0255,20 RUE MARCEAU BATTEUX,59610,FOURMIES,20 RUE MARCEAU BATTEUX - 59610 FOURMIES,GEDIMAT FOURMIES,GEDIMAT FOURMIES,03 27 60 83 60,Professionnels,,Valobat,Point d'apport volontaire
fvm_0256,Rue Blaise Pascal,39570,Lons-Le-Saunier,Rue Blaise Pascal - 39570 Lons-Le-Saunier,IA Dech Pro,GROUPE DEMAIN,03 84 47 00 60,Professionnels,,,Point d'apport volontaire
fvm_0257,ZI DE LA GRANDE ROUILLAIS,35420,LOUVIGNE DU DESERT,ZI DE LA GRANDE ROUILLAIS - 35420 LOUVIGNE DU DESERT,GUENEE MATERIAUX,GUENEE MATERIAUX,02 99 98 01 47,Professionnels,,Valobat,Point d'apport volontaire
fvm_0258,33 avenue Louis Toussaint,61104,FLERS,33 avenue Louis Toussaint - 61104 FLERS,GUIBOUT Flers,GUIBOUT,02 33 65 65 00,,,Valobat,Point d'apport volontaire
fvm_0259,La Brindossière,61600,MAGNY LE DESERT,La Brindossière - 61600 MAGNY LE DESERT,GUIBOUT Magny le desert,GUIBOUT,02 33 14 04 24,,,Valobat,Point d'apport volontaire
fvm_0260,Parc des Gaillons,61400,SAINT HILAIRE LE CHATEL,Parc des Gaillons - 61400 SAINT HILAIRE LE CHATEL,GUIBOUT ST Hilaire le chatel,GUIBOUT,02 33 65 65 00,,,Valobat,Point d'apport volontaire
fvm_0261,446 Bd François Mitterand,53100,Mayenne,446 Bd François Mitterand - 53100 Mayenne,GUIBOUT MATERIAUX - Mayenne,GUIBOUT MATERIAUX - Mayenne,02 43 04 32 47,,,Valobat,Point d'apport volontaire
fvm_0262,13 rue des Tilleuls,27420,LES THILLIERS EN VEXIN,13 rue des Tilleuls - 27420 LES THILLIERS EN VEXIN,GUICHAUX MATERIAUX Thilliers en vexin,GUICHAUX,02 32 55 61 28,,,Valobat,Point d'apport volontaire
fvm_0263,LANVINEC,22970,PLOUMAGOAR,LANVINEC - 22970 PLOUMAGOAR,DECHETERIE PROFESSIONNEL,GUYOT ENVIRONNEMENT GUINGAMP,02 96 43 77 75,Professionnels,,,Point d'apport volontaire
fvm_0264,6 Rue Georges Clémenceau,57130,ARS-SUR-MOSELLE,6 Rue Georges Clémenceau - 57130 ARS-SUR-MOSELLE,Déchèterie La Mance,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0265,Rue de la Houblonnière,57050,Metz,Rue de la Houblonnière - 57050 Metz,Déchèterie LA HOUBLONNIERE,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0266,Rue Monceau,57000,Metz,Rue Monceau - 57000 Metz,Déchèterie de METZ-MAGNY,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0267,Rue de la Gare,57155,MARLY,Rue de la Gare - 57155 MARLY,Déchèterie MARLY,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0268,Rue du Haut-Rhêle (entre Moselle et A31),57950,MONTIGNY-LES-METZ,Rue du Haut-Rhêle (entre Moselle et A31) - 57950 MONTIGNY-LES-METZ,Déchèterie Le Haut-Rhêle,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0269,RD 155B,57245,PELTRE,RD 155B - 57245 PELTRE,Déchèterie Le Saint Pierre,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0270,Metz-Actipôle - Rue de la Mouée - ZAC de la Petite Voëvre (près de l'Actipôle),57070,Metz,Metz-Actipôle - Rue de la Mouée - ZAC de la Petite Voëvre (près de l'Actipôle) - 57070 Metz,DéchèterieLa Petite Voëvre,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0271,Rue de la Mouee,57070,Metz,Rue de la Mouee - 57070 Metz,Déchèterie PRO PAVD de METZ,HAGANIS Environnement,,Professionnels,,,Point d'apport volontaire
fvm_0272,Metz-Nord - D51 (après le stade de foot en direction d'Amanvillers),57130,VERNEVILLE,Metz-Nord - D51 (après le stade de foot en direction d'Amanvillers) - 57130  VERNEVILLE,Déchèterie La Houblonnière,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0273,RN 57,54710,LUDRES,RN 57 - 54710 LUDRES,Déchèterie LUDRES,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0274,Rue Jean Monnet - Proche Zénith,54320,Maxéville,Rue Jean Monnet - Proche Zénith - 54320 Maxéville,Déchèterie MAXEVILLE,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0275,Boulevard Jean Moulin,54000,Nancy,Boulevard Jean Moulin - 54000 Nancy,Déchèterie NANCY,HAGANIS Environnement,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0276,3 rue du torpilleur Sirocco,63300,THIERS,3 rue du torpilleur Sirocco  - 63300 - THIERS,THIERS,HIRSCH RECYCLAGE,04 73 80 40 88,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0277,165 Rue de la Chanière,39570,Perrigny,"165 Rue de la Chanière, 39570 Perrigny",Hodelia Caseo Perrigny,Hodelia Caseo Perrigny,03 84 43 13 13,,,Valobat,Point d'apport volontaire
fvm_0278,165 Rue de la Chanière,39570,Perrigny,"165 Rue de la Chanière, 39570 Perrigny",Hodelia Gedimat Perrigny,Hodelia Gedimat Perrigny,,,,Valobat,Point d'apport volontaire
fvm_0279,700 rue Emile Zola,62940,HAILLICOURT,700 rue Emile Zola - 62940 - HAILLICOURT,DEPOT,ICM,03 21 53 92 62,Professionnels,,,Point d'apport volontaire
fvm_0280,21 Av Jean Perrin,33700,MERIGNAC,21 Av Jean Perrin - 33700 MERIGNAC,La Plateforme du Bâtiment Mérignac,La Plateforme du Bâtiment,,Professionnels,,Valobat,Point d'apport volontaire
fvm_0281,20 rue René Magné,33300,BORDEAUX,20 rue René Magné - 33300 BORDEAUX,La Plateforme du Bâtiment Bordeaux,La Plateforme du Bâtiment,,Professionnels,,Valobat,Point d'apport volontaire
fvm_0282,85 Bd Félix Faure,93300,Aubervilliers,85 Bd Félix Faure - 93300 Aubervilliers,La Plateforme du Bâtiment Aubervillers,La Plateforme du Bâtiment,,Professionnels,,Valobat,Point d'apport volontaire
fvm_0283,ZI La Sphère,14200,HEROUVILLE ST CLAIR,ZI La Sphère - 14200 HEROUVILLE ST CLAIR,Larivière,LARIVIERE,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0284,"ZA du Château de la mare, 18 rue du Clos de la Fontaine",50200,Coutances,"ZA du Château de la mare, 18 rue du Clos de la Fontaine - 50200 Coutances",Larivière Matériaux,Larivière Coutances,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0285,Rue Sainte Barbe,54800,JARNY,Rue Sainte Barbe - 54800 JARNY,CMPM - Jarny,Les Matériaux,,Professionnels,,,Point d'apport volontaire
fvm_0286,169 Rue Gutenberg,12000,RODEZ,169 Rue Gutenberg - 12000 RODEZ,Espace Aubade Malrieu Distribution Rodez,Malrieu Distribution,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0287,Route Merey,27640,BREUILPONT,Route Merey - 27640 BREUILPONT,MATERIAUX Gouery Breuilpont,MATERIAUX,02 32 36 30 14,,,Valobat,Point d'apport volontaire
fvm_0288,5 Av. Albin Gilles,13210,Saint-Rémy-de-Provence,"5 Av. Albin Gilles, 13210 Saint-Rémy-de-Provence",Matériaux moderne St Rémy de provence,Matériaux moderne (Ciffreo Bonna),,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0289,"Z.I. de, Rue des Canesteu, Chem. de la Gandonne",13300,Salon-de-Provence,"Z.I. de, Rue des Canesteu, Chem. de la Gandonne, 13300 Salon-de-Provence",Matériaux moderne Salon de Provence,Matériaux moderne (Ciffreo Bonna),,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0290,154 Bd Mireille Lauze,13010,Marseille,"154 Bd Mireille Lauze, 13010 Marseille",Matériaux moderne Marseille Mireille Lauze,Matériaux moderne (Ciffreo Bonna),,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0291,468 Chem. du Littoral,13016,Marseille,"468 Chem. du Littoral, 13016 Marseille",Matériaux moderne Marseille Littoral,Matériaux moderne (Ciffreo Bonna),,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0292,"448-456, D5",13016,Marseille,"448-456, D5, 13016 Marseille",Matériaux moderne Marseille La Calade,Matériaux moderne (Ciffreo Bonna),,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0293,316bis Av. des Olives,13013,Marseille,"316bis Av. des Olives, 13013 Marseille",Matériaux moderne Fondacle,Matériaux moderne (Ciffreo Bonna),,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0294,"Quartier des Vaux, 444 Chem. du Merlançon",13400,Aubagne,"Quartier des Vaux, 444 Chem. du Merlançon, 13400 Aubagne",Matériaux moderne Aubagne,Matériaux moderne (Ciffreo Bonna),,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0295,17 Rue Nicolas Copernic,13200,Arles,"17 Rue Nicolas Copernic, 13200 Arles",Matériaux Moderne Arles 2,Matériaux moderne (Ciffreo Bonna),,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0296,1413 ROUTE DE St Gilles - ZAC Mas des Abeilles,30000,NÎMES,1413 ROUTE DE St Gilles - ZAC Mas des Abeilles 30000 NÎMES,MATERIAUX MODERNES NIMES,MATERIAUX MODERNES,04 66 40 60 20,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0297,Av. Ferdinand de Lesseps,13320,Bouc-Bel-Air,"Av. Ferdinand de Lesseps, 13320 Bouc-Bel-Air",Mat'Ild Bouc Bel Air,Mat'Ild,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0298,3 Rue Pierre Dravet,13011,Marseille,"3 Rue Pierre Dravet, 13011 Marseille",Mat'Ild  La Valentine,Mat'Ild,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0299,"Lieu Dit ""La Prise"" CD 556",13650,Meyrargues,"Lieu Dit ""La Prise"" CD 556, 13650 Meyrargues",Mat'Ild Meyrargues,Mat'Ild,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0300,170 Chem. de Payannet,13120,Gardanne,"170 Chem. de Payannet, 13120 Gardanne",Mat'Ild Gardanne,Mat'Ild,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0301,Bd Jean MOULIN,54000,NANCY,Bd Jean MOULIN  54000 NANCY,Dechetterie NANCY,Metropole NANCY,03 54 50 20 20,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0302,Rue de la Prat -Z.I du Coquet,03260,SEUILLET,Rue de la Prat -Z.I du Coquet - 03260 SEUILLET,Déchèterie Pro,MVG RECYCLAGE,07 83 74 95 45,Professionnels,Particuliers,Ecomaison,Point d'apport volontaire
fvm_0303,Route nationale,54320,MAXEVILLE,Route nationale - 54320 - MAXEVILLE,DECH MAXEVILLE,NICOLLIN,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0304,Boulevard Jean Moulin,54000,NANCY,Boulevard Jean Moulin - 54000 - NANCY,DECH NANCY,NICOLLIN,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0305,1 Rue Ardant du Picq,54260,LONGUYON,1 Rue Ardant du Picq - 54260 LONGUYON,Déchèterie LONGUYON,ONYX EST,,Pro (sauf weekend et jours fériés),Particuliers,,Point d'apport volontaire
fvm_0306,ZA - rue Charles Peccatte,54120,Baccarat,ZA - rue Charles Peccatte - 54120 Baccarat,Déchèterie DE BACCARAT,ONYX EST,,Pro (sauf weekend et jours fériés),Particuliers,,Point d'apport volontaire
fvm_0307,D400,54450,Bénaménil,D400 - 54450 Bénaménil,Déchèterie DE BENAMENIL,ONYX EST,,Pro (sauf weekend et jours fériés),Particuliers,,Point d'apport volontaire
fvm_0308,Route de maixe - parroy,54370,Einville-au-Jard,Route de maixe - parroy - 54370 Einville-au-Jard,Déchèterie d'Einville-au-jard,ONYX EST,,Pro (sauf weekend et jours fériés),Particuliers,,Point d'apport volontaire
fvm_0309,11 Av. de la Libération,54300,Lunéville,11 Av. de la Libération - 54300 Lunéville,Déchèterie LUNEVILLE,ONYX EST,,Pro (sauf weekend et jours fériés),Particuliers,,Point d'apport volontaire
fvm_0310,Zone Industrielle,39170,Coteaux du Lizon,"Zone Industrielle, 39170 Coteaux du Lizon",PAGANI DISTRIBUTION ST LUPICIN,PAGANI DISTRIBUTION ST LUPICIN,03 84 42 12 11,,,Valobat,Point d'apport volontaire
fvm_0311,44 Rue du Mont Rivel,39300,Champagnole,"44 Rue du Mont Rivel, 39300 Champagnole",Pagot et Savoie Champagnole,Pagot et Savoie Champagnole,03 84 52 74 90,,,Valobat,Point d'apport volontaire
fvm_0312,21 Rue des Chaucheux,39100,Foucherans,"21 Rue des Chaucheux, 39100 Foucherans",PAGOT ET SAVOIE FOUCHERANS,PAGOT ET SAVOIE FOUCHERANS,03 84 69 16 67,,,Valobat,Point d'apport volontaire
fvm_0313,5 Rte des Buclets,39400,Morbier,"5 Rte des Buclets, 39400 Morbier",PAGOT ET SAVOIE MORBIER,PAGOT ET SAVOIE MORBIER,03 84 33 05 58,,,Valobat,Point d'apport volontaire
fvm_0314,6 Rte de Blègny,39110,Salins-les-Bains,"6 Rte de Blègny, 39110 Salins-les-Bains",PAGOT ET SAVOIE SALINS LES BAINS,PAGOT ET SAVOIE SALINS LES BAINS,03 84 73 09 89,,,Valobat,Point d'apport volontaire
fvm_0315,"397-399, 397 RTE DE CLISSON",44230,SAINT-SEBASTIEN-SUR-LOIRE,"397-399, 397 RTE DE CLISSON, 44230 SAINT-SEBASTIEN-SUR-LOIRE",PANOFRANCE NANTES,PANOFRANCE,"02 40 26 97 00
06.79.80.57.25",,,,Point d'apport volontaire
fvm_0316,ZAC DE KERGARADEC 165 RUE ALPHONSE PENAUD,29490,GUIPAVAS,ZAC DE KERGARADEC 165 RUE ALPHONSE PENAUD - 29490 GUIPAVAS,DECHETERIE PROFESSIONNEL,PAUL GRAND JOUAN SACO,02 97 87 26 93,Professionnels,,,Point d'apport volontaire
fvm_0317,26 chemin de la poudrière,33700,MERIGNAC,26 chemin de la poudrière - 33700 - MERIGNAC,PENA METAUX,PENA METAUX,05 56 64 32 30,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0318,Route de Beuzeville,27260,EPAIGNES,Route de Beuzeville - 27260 EPAIGNES,PILLAUD Materiaux Epaignes,PILLAUD,06 32 62 74 09,,,Valobat,Point d'apport volontaire
fvm_0319,371 rue de Gaillon,27500,PONT AUDEMER,371 rue de Gaillon - 27500 PONT AUDEMER,PILLAUD Materiaux Pont audemer,PILLAUD,,,,Valobat,Point d'apport volontaire
fvm_0320,143 rue Patrice Lumumba,34070,MONTPELLIER,143 rue Patrice Lumumba 34070 MONTPELLIER,PLATEFORME DU BATIMENT,PLATEFORME DU BATIMENT,04 99 92 21 00,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0321,14 Avenue des Arnavaux Quatorzieme,13014,Marseille,"14 Avenue des Arnavaux Quatorzieme, 13014 Marseille",Plateforme du Bâtiment Marseille,Plateforme du Bâtiment,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0322,1755 Chemin de la Vallée,13400,Aubagne,"1755 Chemin de la Vallée, 13400 Aubagne, France",Plateforme du Bâtiment  Aubagne,Plateforme du Bâtiment,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0323,30 Rue Jean de Guiramand,13920,Aix,30 Rue Jean de Guiramand -13920 Aix,Plateforme du Bâtiment Aix,Plateforme du Bâtiment,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0324,5 rue du Seil,44400,REZE,"5 rue du Seil, 44400 REZE",PLATEFORME DU BÂTIMENT Nantes,PLATEFORME DU BÂTIMENT,06 33 04 71 86,,,Valobat,Point d'apport volontaire
fvm_0325,30 RUE DE LA COUTURE,59290,WASQUEHAL,30 RUE DE LA COUTURE - 59290 WASQUEHAL,PLATEFORME DU BATIMENT WASQUEHAL,PLATEFORME DU BATIMENT WASQUEHAL,06 44 60 40 11,Professionnels,,Valobat,Point d'apport volontaire
fvm_0326,"Allée Pierre et Marie Curie, Za De L'aupretin",71500,Louhans,"Allée Pierre et Marie Curie, Za De L'aupretin, 71500 Louhans",PLATTARD LOUHANS,PLATTARD LOUHANS,385750682,,,Valobat,Point d'apport volontaire
fvm_0327,LA VILLE MENO,56800,GUILLAC,LA VILLE MENO - 56800 GUILLAC,Déchèterie de GUILLAC,PLOERMEL COMMUNAUTE,02 97 74 22 74,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0328,PA DU BOIS VERT,56800,PLOERMEL,PA DU BOIS VERT 56800 PLOERMEL,Déchèterie de PLOERMEL,PLOERMEL COMMUNAUTE,02 97 72 33 02,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0329,Zi Les Fruchardieres - 6 Rue Clément Ader,85340,LES SABLES D'OLONNE,Zi Les Fruchardieres - 6 Rue Clément Ader - 85340 LES SABLES D'OLONNE,POINT P Olonne sur mer,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0330,QUARTIER CHANZY,55700,STENAY,"QUARTIER CHANZY, 55700 STENAY",Point.P Stenay,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0331,25 BIS RUE DU PUITS ROYAU,52100,ST DIZIER,"25 BIS RUE DU PUITS ROYAU, 52100 ST DIZIER",Point.P Saint-Dizier,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0332,Rue Henri Poincaré,27000,EVREUX,Rue Henri Poincaré - 27000 EVREUX,POINT P Evreux,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0333,81 Av. de Rouen,27200,VERNON,81 Av. de Rouen - 27200 VERNON,POINT P Vernon,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0334,Rue Jean Petit,27110,Crosville-la-Vieille,Rue Jean Petit - 27110 Crosville-la-Vieille,POINT P Crosville-la-vieille,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0335,Zi La Londe - 53 Av. Winston Churchill,27400,LOUVIERS,Zi La Londe - 53 Av. Winston Churchill - 27400 LOUVIERS,POINT P Louviers,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0336,Rue de la Céramique,27940,VAL D'HAZEY,Rue de la Céramique - 27940 VAL D'HAZEY,POINT P Aubevoye,POINT P,06 84 25 60 02,,,Valobat,Point d'apport volontaire
fvm_0337,ZAC ST Ulfrant,27500,Pont AUDEMER,ZAC ST Ulfrant - 27500 Pont AUDEMER,POINT P Audemer,POINT P,02 32 42 32 32,,,Valobat,Point d'apport volontaire
fvm_0338,Bd Sylla Lefèvre,27300,BERNAY,Bd Sylla Lefèvre -27300 BERNAY,POINT P Bernay,POINT P,06 74 97 94 20,,,Valobat,Point d'apport volontaire
fvm_0339,Rue Saint Exupéry - ZAC de Quincangrogne,27310,BOURG ACHARD,Rue Saint Exupéry - ZAC de Quincangrogne - 27310 BOURG ACHARD,POINT P Bourg achard,POINT P,02 32 56 22 54,,,Valobat,Point d'apport volontaire
fvm_0340,ZA 17 route de Louvriers,27190,BUREY,ZA 17 route de Louvriers - 27190 BUREY,POINT P Burey,POINT P,06 74 97 91 72,,,Valobat,Point d'apport volontaire
fvm_0341,Route du Mans,28170,CHATEAUNEUF EN THYMERAIS,Route du Mans - 28170 CHATEAUNEUF EN THYMERAIS,POINT P Chateauneuf,POINT P,02 37 51 61 10,,,Valobat,Point d'apport volontaire
fvm_0342,25 route Ethe Virton,28100,DREUX,25 route Ethe Virton - 28100 DREUX,POINT P Dreux,POINT P,02 37 46 31 97,,,Valobat,Point d'apport volontaire
fvm_0343,Les ruisseaux d'Houdreville - avenu de l'Europe,28230,EPERNON,Les ruisseaux d'Houdreville - avenu de l'Europe - 28230 EPERNON,POINT P Epernon,POINT P,02 37 23 00 04,,,Valobat,Point d'apport volontaire
fvm_0344,22 route de Dieppe,27140,GISORS,22 route de Dieppe - 27140 GISORS,POINT P Gisors,POINT P,02 32 55 26 65,,,Valobat,Point d'apport volontaire
fvm_0345,5 Rue Olivier de Serres Zac,85500,LES HERBIERS,5 Rue Olivier de Serres Zac - 85500 LES HERBIERS,POINT P,POINT P,,Professionnels,Particuliers,,Point d'apport volontaire
fvm_0346,RTE DU RHIN,67230,BENFELD,"RTE DU RHIN, 67230 BENFELD",POINT P Benfeld,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0347,3 Rue du Doubs,67100,Strasbourg,3 Rue du Doubs - 67100 Strasbourg,POINT P Strasbourg La Meinau,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0348,493 Rte de Montauban,12000,Villefranche-de-Rouergue,493 Rte de Montauban - 12000 Villefranche-de-Rouergue,POINT P Villefranche-de-Rouergue,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0349,Rte d'Espalion,12850,ONET LE CHÂTEAU,Rte d'Espalion - 12850 ONET LE CHÂTEAU,POINT P Rodez,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0350,6 La Bouysse,12500,ESPALION,6 La Bouysse - 12500 ESPALION,POINT P Espalion,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0351,RD 54,12400,ST Affrique,RD 54 - 12400 ST Affrique,Point P,POINT P,05 65 98 21 22,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0352,ROC BLANC Avenue d'Albi,12170,Requiste,"ROC BLANC Avenue d'Albi, 12170 Requiste",Point P,POINT P,05 65 74 02 16,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0353,Rue Ferdinand de Lesseps,33700,MERIGNAC,Rue Ferdinand de Lesseps - 33700 MERIGNAC,POINT P Merignac,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0354,15 Bd de la Maison Blanche,13014,MARSEILLE,15 Bd de la Maison Blanche - 13014 MARSEILLE,POINT P Marseille Maison Blanche,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0355,"ZI, Av. René Cassin",13530,Trets,"ZI, Av. René Cassin, 13530 Trets",Point P Trets,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0356,550 All. de Szentendre,13300,Salon-de-Provence,"550 All. de Szentendre, 13300 Salon-de-Provence",Point P Salon de provence,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0357,10 Av. Albert Schweitzer,13210,Saint-Rémy-de-Provence,"10 Av. Albert Schweitzer, 13210 Saint-Rémy-de-Provence",Point P St Rémy de Provence,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0358,Bd de la Plage,13340,Rognac,"Bd de la Plage, 13340 Rognac",Point P Rognac,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0359,"Zi Ecopolis Sud, Rue James Joule",13500,Martigues,"Zi Ecopolis Sud, Rue James Joule, 13500 Martigues",Point P Martigues,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0360,RN 8 Av. Robert Daugey,13080,Aix-en-Provence,"RN 8 Av. Robert Daugey, 13080 Aix-en-Provence",Point P Luynes,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0361,Av. Jean Monnet,13410,Lambesc,"Av. Jean Monnet, 13410 Lambesc",Point P Lambesc,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0362,"Montée de la Valentine, Av de St Menet",13011,Marseille,"Montée de la Valentine, Av de St Menet 13011 Marseille",Point P Marseille la Valentine,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0363,11 Av. Regis Huillier,13800,Istres,"11 Av. Regis Huillier, 13800 Istres",Point P Istres,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0364,960 Av. Lino Ventura,13180,Gignac-la-Nerthe,"960 Av. Lino Ventura, 13180 Gignac-la-Nerthe",Point P Gignac Ventura,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0365,"Quartier Bricard, Av. Lino Ventura",13180,Gignac-la-Nerthe,"Quartier Bricard, Av. Lino Ventura, 13180 Gignac-la-Nerthe",Point P Gignac Bricard,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0366,"D46A, Allée de la Palun",13120,Gardanne,"D46A, Allée de la Palun, 13120 Gardanne",Point P Gardanne,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0367,Rte de Rognes,13510,Éguilles,"Rte de Rognes, 13510 Éguilles",Point P Eguilles,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0368,Rue Emile Zola,13130,Berre-l'Étang,Rue Emile Zola - 13130 Berre-l'Étang,Point P Berre l'étang,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0369,202 chemin de l'armée d'afrique,13010,Marseille,202 chemin de l'armée d'afrique 13010 Marseille,Point P Marseille Armée d'Afrique,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0370,Rue Nicolas Copernic ZI Nord,13200,Arles,"Rue Nicolas Copernic ZI Nord, 13200 Arles",Point P Arles,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0371,"RN 7, 1160 Av. Paul Jullien",13100,Le Tholonet,"RN 7, 1160 Av. Paul Jullien, 13100 Le Tholonet",Point P Aix palette,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0372,110 Cr Montalivet,14000,CAEN,110 Cr Montalivet - 14000 CAEN,POINT P Caen,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0373,19 route D'Esquay Sur Seulles SAINT VIGOR LE GRAND,14000,BAYEUX,19 route D'Esquay Sur Seulles SAINT VIGOR LE GRAND - 14000 BAYEUX,POINT P Bayeux Saint Vigor,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0374,Route de Monptellier,34725,ST-ANDRE-DE-SAGONIS,Route de Monptellier 34725 ST-ANDRE-DE-SAGONIS,POINT P ST ANDRE DE SANGONIS,POINT P,04 67 57 80 52,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0375,100 avenue Robert Jonis,30000,NIMES,100 avenue Robert Jonis - 30000 NIMES,POINT P NIMES,POINT P,06 87 62 33 85,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0376,78 route de Bagnols,30100,ALES,78 route de Bagnols 30100 ALES,POINT P ALES,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0377,10 avenue du Languedoc,34370,CREISSAN,10 avenue du Languedoc 34370 CREISSAN,POINT P CREISSAN,POINT P,06 12 89 37 23,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0378,Route de Saint-Pons,34600,BEDARIEUX,Route de Saint-Pons 34600 BEDARIEUX,POINT P BEDARIEUX,POINT P,06 12 89 37 23,Professionnels,Particuliers,Valobat,Point d'apport volontaire
fvm_0379,456 rue du Mas Saint-Pierre,34000,MONTPELLIER,456 rue du Mas Saint-Pierre 34000 MONTPELLIER,POINT P MONTPELLIER,POINT P,06 12 89 37 23,Professionnels,Particuliers,Valobat,Point d'apport volontaire
