id,rue,cp,ville,adresse_full,name,raison_sociale,telephone,accueil_1,accueil_2,eco_orgs,folder_type,result_label,result_score,result_type,latitude,longitude
fvm_0351,RD 54,12400,ST Affrique,RD 54 - 12400 ST Affrique,Point P,POINT P,05 65 98 21 22,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Saint-Affrique,0.4449163636363636,municipality,43.961458,2.854273
fvm_0352,ROC BLANC Avenue d'Albi,12170,Requiste,"ROC BLANC Avenue d'Albi, 12170 Requiste",Point P,POINT P,05 65 74 02 16,Professionnels,Particuliers,Valobat,Point d'apport volontaire,,,,,
fvm_0353,Rue Ferdinand de Lesseps,33700,MERIGNAC,Rue Ferdinand de Lesseps - 33700 MERIGNAC,POINT P Merignac,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Rue Ferdinand de Lesseps 33700 Mérignac,0.9669636363636364,street,44.848653,-0.675237
fvm_0354,15 Bd de la Maison Blanche,13014,MARSEILLE,15 Bd de la Maison Blanche - 13014 MARSEILLE,POINT P Marseille Maison Blanche,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,15 Boulevard de la maison blanche 13014 Marseille,0.7783160676532769,housenumber,43.330013,5.374727
fvm_0355,"ZI, Av. René Cassin",13530,Trets,"ZI, Av. René Cassin, 13530 Trets",Point P Trets,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Avenue Rene Cassin 13530 Trets,0.6583251515151514,street,43.449002,5.680811
fvm_0356,550 All. de Szentendre,13300,Salon-de-Provence,"550 All. de Szentendre, 13300 Salon-de-Provence",Point P Salon de provence,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,550 Allee de Szentendre 13300 Salon-de-Provence,0.8756845676274945,housenumber,43.635536,5.076292
fvm_0357,10 Av. Albert Schweitzer,13210,Saint-Rémy-de-Provence,"10 Av. Albert Schweitzer, 13210 Saint-Rémy-de-Provence",Point P St Rémy de Provence,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,10 Avenue Albert Schweitzer 13210 Saint-Rémy-de-Provence,0.8544690909090908,housenumber,43.791181,4.833794
fvm_0358,Bd de la Plage,13340,Rognac,"Bd de la Plage, 13340 Rognac",Point P Rognac,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Boulevard de la Plage 13340 Rognac,0.6696067532467532,street,43.483659,5.226414
fvm_0359,"Zi Ecopolis Sud, Rue James Joule",13500,Martigues,"Zi Ecopolis Sud, Rue James Joule, 13500 Martigues",Point P Martigues,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Allée James Joule 13500 Martigues,0.507420909090909,street,43.394566,5.031108
fvm_0360,RN 8 Av. Robert Daugey,13080,Aix-en-Provence,"RN 8 Av. Robert Daugey, 13080 Aix-en-Provence",Point P Luynes,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,8 Avenue  Robert Daugey 13080 Aix-en-Provence,0.7720898226164079,housenumber,43.48469,5.418415
fvm_0361,Av. Jean Monnet,13410,Lambesc,"Av. Jean Monnet, 13410 Lambesc",Point P Lambesc,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Avenue Jean Monnet 13410 Lambesc,0.7531734265734266,street,43.648388,5.256172
fvm_0362,"Montée de la Valentine, Av de St Menet",13011,Marseille,"Montée de la Valentine, Av de St Menet 13011 Marseille",Point P Marseille la Valentine,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Montée de saint menet 13011 Marseille,0.5876193939393939,street,43.29327,5.492877
fvm_0363,11 Av. Regis Huillier,13800,Istres,"11 Av. Regis Huillier, 13800 Istres",Point P Istres,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,11 Rue Regis Huillier 13800 Istres,0.753989696969697,housenumber,43.53068,4.958854
fvm_0364,960 Av. Lino Ventura,13180,Gignac-la-Nerthe,"960 Av. Lino Ventura, 13180 Gignac-la-Nerthe",Point P Gignac Ventura,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Avenue Lino Ventura 13180 Gignac-la-Nerthe,0.7288318181818181,street,43.395139,5.211578
fvm_0365,"Quartier Bricard, Av. Lino Ventura",13180,Gignac-la-Nerthe,"Quartier Bricard, Av. Lino Ventura, 13180 Gignac-la-Nerthe",Point P Gignac Bricard,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Avenue Lino Ventura 13180 Gignac-la-Nerthe,0.561593396226415,street,43.395139,5.211578
fvm_0366,"D46A, Allée de la Palun",13120,Gardanne,"D46A, Allée de la Palun, 13120 Gardanne",Point P Gardanne,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,La Palun Cité Centrale 13120 Gardanne,0.5012190909090909,street,43.461164,5.479416
fvm_0367,Rte de Rognes,13510,Éguilles,"Rte de Rognes, 13510 Éguilles",Point P Eguilles,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Route de Rognes 13510 Éguilles,0.8101121212121212,street,43.57372,5.360978
fvm_0368,Rue Emile Zola,13130,Berre-l'Étang,Rue Emile Zola - 13130 Berre-l'Étang,Point P Berre l'étang,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Rue Emile Zola 13130 Berre-l'Étang,0.9658945454545453,street,43.489493,5.162761
fvm_0369,202 chemin de l'armée d'afrique,13010,Marseille,202 chemin de l'armée d'afrique 13010 Marseille,Point P Marseille Armée d'Afrique,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,202 Chemin de l'armee d'afrique 13010 Marseille,0.9728909090909089,housenumber,43.286797,5.413651
fvm_0370,Rue Nicolas Copernic ZI Nord,13200,Arles,"Rue Nicolas Copernic ZI Nord, 13200 Arles",Point P Arles,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Rue Nicolas Copernic 13200 Arles,0.7501506887052342,street,43.702647,4.634093
fvm_0371,"RN 7, 1160 Av. Paul Jullien",13100,Le Tholonet,"RN 7, 1160 Av. Paul Jullien, 13100 Le Tholonet",Point P Aix palette,Point P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,1160 avenue paul jullien 13100 Le Tholonet,0.7149375609756097,housenumber,43.508516,5.493148
fvm_0372,110 Cr Montalivet,14000,CAEN,110 Cr Montalivet - 14000 CAEN,POINT P Caen,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Cours Montalivet 14000 Caen,0.5826882517482517,street,49.179186,-0.343903
fvm_0373,19 route D'Esquay Sur Seulles SAINT VIGOR LE GRAND,14000,BAYEUX,19 route D'Esquay Sur Seulles SAINT VIGOR LE GRAND - 14000 BAYEUX,POINT P Bayeux Saint Vigor,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,,,,,
fvm_0374,Route de Monptellier,34725,ST-ANDRE-DE-SAGONIS,Route de Monptellier 34725 ST-ANDRE-DE-SAGONIS,POINT P ST ANDRE DE SANGONIS,POINT P,04 67 57 80 52,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Route de Montpellier 34725 Saint-André-de-Sangonis,0.6900984848484848,street,43.651796,3.514448
fvm_0375,100 avenue Robert Jonis,30000,NIMES,100 avenue Robert Jonis - 30000 NIMES,POINT P NIMES,POINT P,06 87 62 33 85,Professionnels,Particuliers,Valobat,Point d'apport volontaire,100 Avenue Robert Jonis 30000 Nîmes,0.9614781818181817,housenumber,43.825435,4.382709
fvm_0376,78 route de Bagnols,30100,ALES,78 route de Bagnols 30100 ALES,POINT P ALES,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,78 Route de Bagnols 30100 Alès,0.9715227272727273,housenumber,44.129281,4.1044
fvm_0377,10 avenue du Languedoc,34370,CREISSAN,10 avenue du Languedoc 34370 CREISSAN,POINT P CREISSAN,POINT P,06 12 89 37 23,Professionnels,Particuliers,Valobat,Point d'apport volontaire,10 Avenue du Languedoc 34370 Creissan,0.951200909090909,housenumber,43.370969,3.01138
fvm_0378,Route de Saint-Pons,34600,BEDARIEUX,Route de Saint-Pons 34600 BEDARIEUX,POINT P BEDARIEUX,POINT P,06 12 89 37 23,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Route de Saint Pons 34600 Bédarieux,0.9621772727272726,street,43.603794,3.146487
fvm_0379,456 rue du Mas Saint-Pierre,34000,MONTPELLIER,456 rue du Mas Saint-Pierre 34000 MONTPELLIER,POINT P MONTPELLIER,POINT P,06 12 89 37 23,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Rue du Mas Rouge 34000 Montpellier,0.5676227705627706,street,43.59844,3.910486
fvm_0380,Route de Bagnols,30300,TRESQUES,Route de Bagnols 30300 TRESQUES,POINT P BAGNOLS,POINT P,04 66 89 55 62,Professionnels,Particuliers,Valobat,Point d'apport volontaire,,,,,
fvm_0381,Route de Montpellier,34725,ST-ANDRE-DE-SAGONIS,Route de Montpellier 34725 ST-ANDRE-DE-SAGONIS,POINT P ST-ANDRE-DE-SAGONIS,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Route de Montpellier 34725 Saint-André-de-Sangonis,0.7936338383838383,street,43.651796,3.514448
fvm_0382,16 avenue Emmanuel d'Alzon - BP 51022,30123,LE VIGAN CEDEX,16 avenue Emmanuel d'Alzon - BP 51022 30123 LE VIGAN CEDEX,POINT P LE VIGAN,POINT P,04 67 81 81 81,Professionnels,Particuliers,Valobat,Point d'apport volontaire,,,,,
fvm_0383,14 rue du Menestrel,34190,GANGES,14 rue du Menestrel 34190 GANGES,POINT P GANGES,POINT P,04 67 73 90 39,Professionnels,Particuliers,Valobat,Point d'apport volontaire,14 Rue du Ménestrel 34190 Ganges,0.953471818181818,housenumber,43.933741,3.712107
fvm_0384,ZAC LA DOMITIENNE - 4 avenue des Métiers d'Art,34534,BEZIERS CEDEX,ZAC LA DOMITIENNE - 4 avenue des Métiers d'Art 34534 BEZIERS CEDEX,POINT P BEZIERS,POINT P,04 67 11 67 11,Professionnels,Particuliers,Valobat,Point d'apport volontaire,,,,,
fvm_0385,546 rue du Mas St Pierre,,,546 rue du Mas St Pierre,POINT P MONTPELLIER,POINT P,06 12 89 37 23,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Rue du Mas Saint Pierre 34070 Montpellier,0.6733542424242424,street,43.583102,3.878282
fvm_0386,ZONE ACTIVITE LE CAPITOUL,34700,LODEVE,ZONE ACTIVITE LE CAPITOUL 34700 LODEVE,POINT P Lodeve,POINT P,04 67 44 02 15,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Zone d’Activite la Meridienne 34700 Le Bosc,0.3434481818181818,street,43.690282,3.351765
fvm_0387,"ZAC LES JONCASSES, route de Murviel",34660,COURNONTERRAL,"ZAC LES JONCASSES, route de Murviel 34660 COURNONTERRAL",POINT P COURNONTERRAL,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Les Joncasses 34660 Cournonterral,0.543374081237911,street,43.563355,3.728887
fvm_0388,2 ZAE LA LIQUIERE,34380,ST MARTIN DE LONDRES,2 ZAE LA LIQUIERE 34380 ST MARTIN DE LONDRES,POINT P ST MARTIN DE LONDRES,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,2 Chemin de la Liquiere 34380 Saint-Martin-de-Londres,0.6390627272727273,housenumber,43.785645,3.735947
fvm_0389,1023 avenue des Eaux Blanches,34200,SETE,1023 avenue des Eaux Blanches 34200 SETE,POINT P SETE ZI DES EAUX BLANCHES,POINT P,04 67 46 67 67,Professionnels,Particuliers,Valobat,Point d'apport volontaire,1023 Avenue des Eaux Blanches 34200 Sète,0.9702363636363637,housenumber,43.420329,3.717182
fvm_0390,ZA du Mingrelin,50500,Carentan-les-Marais,ZA du Mingrelin - 50500 Carentan-les-Marais,POINT P Carentan les Marais,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Impasse du Mingrelin 50500 Carentan-les-Marais,0.758500731707317,street,49.304422,-1.215331
fvm_0391,ZA de la Mare aux Raines,50190,PERIERS,ZA de la Mare aux Raines - 50190 PERIERS,POINT P Périers,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,La Mare aux Raines 50190 Périers,0.7666332844574779,locality,49.192757,-1.398051
fvm_0392,Rue Longue Mare,50110,TOURLAVILLE,Rue Longue Mare - 50110 TOURLAVILLE,POINT P Cherbourg Longue Mare,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Rue Froide Rue 50110 Cherbourg-en-Cotentin,0.5186409090909091,street,49.640003,-1.564755
fvm_0393,14 rue Baptiste Marcet,50110,Cherbourg-en Cotentin,14 rue Baptiste Marcet - 50110 Cherbourg-en Cotentin,POINT P Tourlaville Marcet,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,14 Rue Baptiste Marcet 50110 Cherbourg-en-Cotentin,0.9634590909090908,housenumber,49.635704,-1.594535
fvm_0394,Les Prés du Pont -  Le Val Saint Père,50300,AVRANCHES,Les Prés du Pont -  Le Val Saint Père - 50300 AVRANCHES,POINT P Avranches Le Val Saint Père,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Rue Saint-pierre 50300 Avranches,0.43035606060606063,street,48.685629,-1.35964
fvm_0395,la Lucerie,50370,Brécey,la Lucerie - 50370 Brécey,POINT P Brécey,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,La Lucerie 50370 Brécey,0.9421790909090908,locality,48.725253,-1.177738
fvm_0396,route de Valognes,50260,Bricquebec-en-Cotentin,route de Valognes - 50260 Bricquebec-en-Cotentin,POINT P Bricquebec,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Route de Valognes 50260 Bricquebec-en-Cotentin,0.9639127272727271,street,49.477363,-1.613881
fvm_0397,4 av de Verdun,50200,Coutances,4 av de Verdun - 50200 Coutances,POINT P Coutances,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,4 Avenue de Verdun 50200 Coutances,0.7660766233766233,housenumber,49.037159,-1.444946
fvm_0398,"ZI rue de Torigny, la Chevalerie E",50000,Saint-Lô,"ZI rue de Torigny, la Chevalerie E - 50000 Saint-Lô",POINT P St Lô,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Rue du Lieutenant E. Bras 50000 Saint-Lô,0.3000779585326953,street,49.125512,-1.092897
fvm_0399,32 route de Diélette,50340,Les Pieux,32 route de Diélette - 50340 Les Pieux,Point P les Pieux,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,32 Route de Dielette 50340 Les Pieux,0.9575090909090909,housenumber,49.517164,-1.811128
fvm_0400,13 rte de St-Lô,50160,Torigny-les-Villes,13 rte de St-Lô - 50160 Torigny-les-Villes,POINT P Torigny,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,13 Rue de la Gare 50160 Torigny-les-Villes,0.61249329004329,housenumber,48.988213,-0.945037
fvm_0401,30 rte de la Ferme,50700,Valognes,30 rte de la Ferme - 50700 Valognes,POINT P Valognes,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,30 Route de la Ferme 50700 Valognes,0.8329808777429466,housenumber,49.510593,-1.494692
fvm_0402,ZI avenue des Matignon,50400,Granville,ZI avenue des Matignon - 50400 Granville,Point P Granville,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Avenue des Matignon 50400 Granville,0.883222551319648,street,48.837994,-1.577117
fvm_0403,Chemin de Cruscades,11200,Lézignan-Corbières,Chemin de Cruscades - 11200 Lézignan-Corbières,POINT P Lézignan-Corbières,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Chemin de la Fumade 11200 Lézignan-Corbières,0.6380313131313131,street,43.206892,2.744493
fvm_0404,Giratoire des Evadés de France - 42 Rue Blaise Pascal,11100,NARBONNE,Giratoire des Evadés de France - 42 Rue Blaise Pascal - 11100 NARBONNE,POINT P Narbonne,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,42 Rue Blaise Pascal 11100 Narbonne,0.4851075192604006,housenumber,43.157804,2.981449
fvm_0405,35 Rue de Gode,95100,ARGENTEUIL,35 Rue de Gode - 95100 ARGENTEUIL,POINT P Argenteuil,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,35 Rue de Gode 95100 Argenteuil,0.9776772727272727,housenumber,48.958887,2.260479
fvm_0406,5 Allée de Madrid,93320,Les Pavillons-sous-Bois,"5 Allée de Madrid, 93320 Les Pavillons-sous-Bois",POINT P Les Pavillons-sous-Bos,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,5 Allee de Madrid 93320 Les Pavillons-sous-Bois,0.9534227272727271,housenumber,48.910708,2.494066
fvm_0407,"256 BD DU HAVRE, RN 14",95480,PIERRELAYE,"256 BD DU HAVRE, RN 14, 95480 PIERRELAYE",POINT P Pierrelaye,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,256 Boulevard du Hâvre 95480 Pierrelaye,0.6126605594405594,housenumber,49.00448,2.175246
fvm_0408,27 Avenue des Guilleraies,92000,Nanterre,"27 Avenue des Guilleraies, 92000 Nanterre",POINT P Nanterre,POINT P,,Professionnels,Particuliers,Valobat,Point d'apport volontaire,Avenue des Guilleraies 92000 Nanterre,0.8849771900826445,street,48.89684,2.179964
fvm_0409,29 Quai Lucien Lefranc,93300,Aubervilliers,29 Quai Lucien Lefranc 93300 Aubervilliers,POINT.P AUBERVILLIERS,POINT P,01 53 56 25 80,Professionnels,Particuliers,Valobat,Point d'apport volontaire,29 Quai Lucien Lefranc 93300 Aubervilliers,0.9690045454545455,housenumber,48.909138,2.374875
fvm_0410,75 Rue du Parc,93130,Noisy-le-Sec,75 Rue du Parc 93130 Noisy-le-Sec,POINT.P NOISY LE SEC,POINT P,01 48 10 10 10,Professionnels,Particuliers,Valobat,Point d'apport volontaire,75 Rue du Parc 93130 Noisy-le-Sec,0.972161818181818,housenumber,48.890528,2.445421
fvm_0411,410 route de Clisson,44120,Vertou,"410 route de Clisson, 44120 Vertou",NANTES VERTOU POINT P,POINT P,06 32 11 16 38,,,Valobat,Point d'apport volontaire,410 Route de Clisson 44120 Vertou,0.9741236363636363,housenumber,47.18766,-1.48832
fvm_0412,RUE DES MINAIS,44340,BOUGUENAIS,"RUE DES MINAIS, 44340 BOUGUENAIS",NANTES BOUGUENAIS POINT P,POINT P,06 44 64 22 47,,,Valobat,Point d'apport volontaire,Rue des Minais 44340 Bouguenais,0.960131818181818,street,47.169991,-1.637148
fvm_0413,12 RUE DES COCHARDIERES,44805,St Herblain Cedex,"12 RUE DES COCHARDIERES, 44805 St Herblain Cedex",ST-HERBLAIN ATLANTIS POINT P,POINT P,02 40 79 84 81,,,Valobat,Point d'apport volontaire,,,,,
fvm_0414,1 RUE DES FORETS,44140,Montbert,"1 RUE DES FORETS, 44140 Montbert",MONTBERT POINT P,POINT P,"02 51 08 09 47 
07 88 18 93 29",,,Valobat,Point d'apport volontaire,1 Rue des Forêts 44140 Montbert,0.9519463636363636,housenumber,47.056594,-1.476274
fvm_0415,12 RUE GUSTAVE EIFFEL,44130,Blain,"12 RUE GUSTAVE EIFFEL, 44130 Blain",BLAIN POINT P,POINT P,,,,Valobat,Point d'apport volontaire,12 Rue Gustave Eiffel 44130 Blain,0.9549763636363635,housenumber,47.484562,-1.747618
fvm_0416,216 AVENUE DE LA DEFENSE PASSIVE,80136,RIVERY,216 AVENUE DE LA DEFENSE PASSIVE - 80136 RIVERY,POINT P AMIENS RIVERY,POINT P AMIENS RIVERY,03 22 70 90 00,Professionnels,,Valobat,Point d'apport volontaire,216 Avenue de la Défense Passive 80136 Rivery,0.9630527272727272,housenumber,49.911552,2.335825
fvm_0417,87 RUE FENDALI,59580,ANICHE,87 RUE FENDALI - 59580 ANICHE,POINT P ANICHE,POINT P ANICHE,03 27 92 42 42,Professionnels,,Valobat,Point d'apport volontaire,87 Rue Elie Fendali 59580 Aniche,0.7845318181818182,housenumber,50.344376,3.256834
fvm_0418,RUE DU PRESIDENT COTY,62232,ANNEZIN,RUE DU PRESIDENT COTY - 62232 ANNEZIN,POINT P ANNEZIN,POINT P ANNEZIN,03 21 57 99 60,Professionnels,,Valobat,Point d'apport volontaire,Rue du President Coty 62232 Annezin,0.95296,street,50.533206,2.603495
fvm_0419,41 RUE ROGER SALENGRO,59620,AULNOYE-AYMERIES,41 RUE ROGER SALENGRO - 59620 AULNOYE-AYMERIES,POINT P AULNOYE AYMERIES,POINT P AULNOYE AYMERIES,03 27 67 35 45,Professionnels,,Valobat,Point d'apport volontaire,41 Rue Roger Salengro 59620 Aulnoye-Aymeries,0.9638954545454544,housenumber,50.202855,3.822923
fvm_0420,100 RUE JEAN JAURES,02110,BOHAIN EN VERMANDOIS,100 RUE JEAN JAURES - 02110 BOHAIN EN VERMANDOIS,POINT P BOHAIN EN VERMANDOIS,POINT P BOHAIN EN VERMANDOIS,03 23 07 14 52,Professionnels,,Valobat,Point d'apport volontaire,100 Rue Jean Jaurès 02110 Bohain-en-Vermandois,0.9664863636363635,housenumber,49.986772,3.447218
fvm_0421,68 AVENUE ANTOINE SAINT EXUPERY,62100,CALAIS,68 AVENUE ANTOINE SAINT EXUPERY - 62100 CALAIS,POINT P CALAIS,POINT P CALAIS,03 21 96 34 98,Professionnels,,Valobat,Point d'apport volontaire,68 Avenue Antoine de Saint Exupéry 62100 Calais,0.91219,housenumber,50.946265,1.894297
fvm_0422,140 BOULEVARD FAIDHERBE,59400,CAMBRAI,140 BOULEVARD FAIDHERBE - 59400 CAMBRAI,POINT P CAMBRAI,POINT P CAMBRAI,03 27 72 04 04,Professionnels,,Valobat,Point d'apport volontaire,140 Boulevard Faidherbe 59400 Cambrai,0.9741654545454544,housenumber,50.183361,3.230049
fvm_0423,401 ROUTE DE BEAUMONT,60230,CHAMBLY,401 ROUTE DE BEAUMONT - 60230 CHAMBLY,POINT P CHAMBLY,POINT P CHAMBLY,01 30 34 84 30,Professionnels,,Valobat,Point d'apport volontaire,401 Route de Beaumont 60230 Chambly,0.95724,housenumber,49.160539,2.257417
fvm_0424,2 RUE DU MARAIS SEC,60180,NOGENT SUR OISE,2 RUE DU MARAIS SEC - 60180 NOGENT SUR OISE,POINT P CREIL,POINT P CREIL,03 44 66 88 88,Professionnels,,Valobat,Point d'apport volontaire,2 Rue du Marais Sec 60180 Nogent-sur-Oise,0.9599936363636362,housenumber,49.27637,2.487378
fvm_0425,5 RUE PIERRE CURIE,59272,DON,5 RUE PIERRE CURIE - 59272 DON,POINT P DON,POINT P DON,03 20 58 42 49,Professionnels,,Valobat,Point d'apport volontaire,5 Rue Pierre Curie 59272 Don,0.9514390909090908,housenumber,50.549977,2.917286
fvm_0426,RUE EDMOND GOSSELIN,59500,DOUAI,RUE EDMOND GOSSELIN - 59500 DOUAI,POINT P DOUAI,POINT P DOUAI,03 27 08 75 45,Professionnels,,Valobat,Point d'apport volontaire,Rue Edmond Gosselin 59500 Douai,0.9604363636363636,street,50.396901,3.09569
fvm_0427,"LA ZONE BP 22, ZI",80600,DOULLENS,"LA ZONE BP 22, ZI - 80600 DOULLENS",POINT P DOULLENS,POINT P DOULLENS,03 22 77 76 30,Professionnels,,Valobat,Point d'apport volontaire,,,,,
fvm_0428,LA HAUTE BORNE,80420,FLIXECOURT,LA HAUTE BORNE - 80420 FLIXECOURT,POINT P FLIXECOURT,POINT P FLIXECOURT,03 22 51 50 50,Professionnels,,Valobat,Point d'apport volontaire,La Haute Borne 80420 Flixecourt,0.9439681818181818,locality,50.026566,2.067273
fvm_0429,51 RUE DE LA CHAPELLE,59190,HAZEBROUCK,51 RUE DE LA CHAPELLE - 59190 HAZEBROUCK,POINT P HAZEBROUCK,POINT P HAZEBROUCK,03 28 49 51 58,Professionnels,,Valobat,Point d'apport volontaire,51 Rue de la Chapelle 59190 Hazebrouck,0.9700827272727272,housenumber,50.723644,2.524423
fvm_0430,RUE DE LA HAIE PLOUVIER,59810,LESQUIN,RUE DE LA HAIE PLOUVIER - 59810 LESQUIN,POINT P LESQUIN,POINT P LESQUIN,03 20 16 90 20,Professionnels,,Valobat,Point d'apport volontaire,Rue de la Haie Plouvier 59810 Lesquin,0.9546236363636363,street,50.579386,3.116134
fvm_0431,LA GARMANIERE,56140,MALESTROIT,LA GARMANIERE -56140 MALESTROIT,POINT P,POINT P MALESTROIT,02 97 75 20 22,Professionnels,,Valobat,Point d'apport volontaire,LD La Gare 56140 Malestroit,0.635551958041958,street,47.807037,-2.400817
fvm_0432,"RUE DES CHATEAUX, ZI LA PILATERIE",59700,MARCQ EN BAROEUL,"RUE DES CHATEAUX, ZI LA PILATERIE - 59700 MARCQ EN BAROEUL",POINT P MARCQ EN BAROEUL,POINT P MARCQ EN BAROEUL,03 20 20 07 30,Professionnels,,Valobat,Point d'apport volontaire,Rue de la Pilaterie 59700 Marcq-en-Barœul,0.6941859554730982,street,50.657973,3.107875
fvm_0433,424 AVENUE DE LA GIRONDE,59640,DUNKERQUE,424 AVENUE DE LA GIRONDE - 59640 DUNKERQUE,POINT P PETITE SYNTHE,POINT P PETITE SYNTHE,03 28 25 91 00,Professionnels,,Valobat,Point d'apport volontaire,424 Avenue de la Gironde 59640 Dunkerque,0.9730599999999998,housenumber,51.004815,2.338621
fvm_0434,ZI DU BOIS VERT,56800,PLOERMEL,ZI DU BOIS VERT - 56800 PLOERMEL,POINT P,POINT P PLOERMEL,02 97 99 12 75,Professionnels,,Valobat,Point d'apport volontaire,Rue du Bois Vert 56800 Ploërmel,0.780663916083916,street,47.926862,-2.377906
fvm_0435,8 RUE LEON BOURGEOIS,60700,PONT SAINTE MAXENCE,8 RUE LEON BOURGEOIS - 60700 PONT SAINTE MAXENCE,POINT P PONT STE MAXENCE,POINT P PONT STE MAXENCE,03 44 72 20 66,Professionnels,,Valobat,Point d'apport volontaire,8 Rue Léon Bourgeois 60700 Pont-Sainte-Maxence,0.9609772727272726,housenumber,49.307091,2.599964
fvm_0436,Avenue Marc Lefrancq Za de L'aerodrome,59121,Prouvy,Avenue Marc Lefrancq Za de L'aerodrome - 59121 Prouvy,POINT P PROUVY,POINT P PROUVY,03 27 29 80 80,Professionnels,,Valobat,Point d'apport volontaire,Rue de l'Aérodrome 59121 Prouvy,0.5097428282828282,street,50.323275,3.452251
fvm_0437,PARC DU LION,59223,RONCQ,PARC DU LION - 59223 RONCQ,POINT P RONCQ,POINT P RONcQ,03 20 27 94 60,Professionnels,,Valobat,Point d'apport volontaire,Allée des Trois Lions 59223 Roncq,0.32122391184573,street,50.744189,3.133523
fvm_0438,63 RUE FELIX FAURE,59350,SAINT ANDRE LEZ LILLE,63 RUE FELIX FAURE - 59350 SAINT ANDRE LEZ LILLE,POINT P SAINT ANDRE LEZ LILLLE,POINT P SAINT ANDRE LEZ LILLLE,03 20 42 44 24,Professionnels,,Valobat,Point d'apport volontaire,63 Rue Félix Faure 59350 Saint-André-lez-Lille,0.9618681818181817,housenumber,50.668764,3.056461
fvm_0439,9 ROUTE DE CREIL,60340,SAINT LEU D'ESSEURENT,9 ROUTE DE CREIL - 60340 SAINT LEU D'ESSEURENT,POINT P SAINT LEU D'ESSEURENT,POINT P SAINT LEU D'ESSEURENT,03 44 64 49 60,Professionnels,,Valobat,Point d'apport volontaire,9 Route de Creil 60340 Saint-Leu-d'Esserent,0.8869914832535883,housenumber,49.23375,2.435622
fvm_0440,AVENUE DU GENERAL FERRI,35400,SAINT MALO,AVENUE DU GENERAL FERRI - 35400 SAINT MALO,POINT P,POINT P SAINT MALO,,Professionnels,,Valobat,Point d'apport volontaire,Avenue du Général Ferrié 35400 Saint-Malo,0.8885006493506493,street,48.639637,-1.986212
